,gwl,abbrevs,names,min,median,max
0,GWL15-GWL12,WANorth,Western Australia North,-4,10,17
1,GWL15-GWL12,WASouth,Western Australia South,0,5,7
2,GWL15-GWL12,NSW,New South Wales and Australian Capital Territory,0,3,3
3,GWL15-GWL12,VIC,Victoria,0,1,1
4,GWL15-GWL12,SA,South Australia,1,5,6
5,GWL15-GWL12,TAS,Tasmania,0,0,0
6,GWL15-GWL12,NT,Northern Territory,1,8,14
7,GWL15-GWL12,QLDNorth,Queensland North,1,3,6
8,GWL15-GWL12,QLDSouth,Queensland South,0,5,8
9,GWL15-GWL12,AUS,Australia,0,6,8
10,GWL20-GWL12,WANorth,Western Australia North,10,23,41
11,GWL20-GWL12,WASouth,Western Australia South,7,12,16
12,GWL20-GWL12,NSW,New South Wales and Australian Capital Territory,1,6,7
13,GWL20-GWL12,VIC,Victoria,1,2,3
14,GWL20-GWL12,SA,South Australia,6,10,13
15,GWL20-GWL12,TAS,Tasmania,0,0,0
16,GWL20-GWL12,NT,Northern Territory,14,17,33
17,GWL20-GWL12,QLDNorth,Queensland North,6,8,17
18,GWL20-GWL12,QLDSouth,Queensland South,5,12,21
19,GWL20-GWL12,AUS,Australia,9,12,21
20,GWL30-GWL12,WANorth,Western Australia North,35,53,74
21,GWL30-GWL12,WASouth,Western Australia South,19,28,32
22,GWL30-GWL12,NSW,New South Wales and Australian Capital Territory,6,12,19
23,GWL30-GWL12,VIC,Victoria,2,4,6
24,GWL30-GWL12,SA,South Australia,16,22,29
25,GWL30-GWL12,TAS,Tasmania,0,0,0
26,GWL30-GWL12,NT,Northern Territory,31,47,63
27,GWL30-GWL12,QLDNorth,Queensland North,17,24,35
28,GWL30-GWL12,QLDSouth,Queensland South,18,30,39
29,GWL30-GWL12,AUS,Australia,21,31,39
