gwl,abbrevs,names,min,median,max
GWL15,AUS,Australia,0.09672605262199273,0.4803309201118235,0.6576394540338697
GWL20,AUS,Australia,0.6794964877602027,1.088673314971975,1.3374022506956773
GWL30,AUS,Australia,1.6214409313106037,2.3019768911173917,2.8620579637531316
